cprovincia	cciudad	cparroquia	nombre	zona
23	01	04	RIO TOACHI	U
23	01	05	RIO VERDE	U
23	01	06	SANTO DOMINGO DE LOS COLORADOS	U
23	01	07	ZARACAY	U
23	01	50	SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL	U
23	01	51	ALLURIQUIN	R
23	01	52	PUERTO LIMON	R
23	01	53	LUZ DE AMERICA	R
23	01	54	SAN JACINTO DEL BUA	R
24	03	01	CARLOS ESPINOZA LARREA	U
24	03	02	GRAL. ALBERTO ENRIQUEZ GALLO	U
24	03	03	VICENTE ROCAFUERTE	U
24	03	50	SALINAS, CABECERA CANTONAL	U
24	03	51	ANCONCITO	R
24	03	52	JOSE LUIS TAMAYO (MUEY)	R
24	01	01	BALLENITA	U
24	01	02	SANTA ELENA	U
24	01	50	SANTA ELENA, CABECERA CANTONAL	U
24	01	51	ATAHUALPA	R
24	01	52	COLONCHE	R
24	01	53	CHANDUY	R
24	01	54	MANGLARALTO	R
24	01	55	SIMON BOLIVAR (JULIO MORENO)	R
24	02	50	LA LIBERTAD, CABECERA CANTONAL	U
01	03	52	DANIEL CORDOVA TORAL (EL ORIENTE)	R
07	06	53	TENDALES (CAB.EN PUERTO TENDALES)	R
08	05	58	SAN JAVIER DE CACHAVI (CAB. EN SAN JAVIER)	R
09	27	50	GENERAL ANTONIO ELIZALDE (BUCAY), CABECERA CANTONAL	U
14	03	50	GENERAL LEONIDAS PLAZA GUTIERREZ (LIMON), CABECERA CANTONAL	U
14	04	52	CUMANDA (CAB. EN COLONIA AGRICOLA SEVILLA DEL ORO)	R
22	01	50	PUERTO FRANCISCO DE ORELLANA (EL COCA),CABECERA CANTONAL Y CAPITAL PROVINCIAL	U
23	01	55	VALLE HERMOSO	R
23	01	56	EL ESFUERZO	R
23	01	57	SANTA MARIA DEL TOACHI	R
24	03	04	SANTA ROSA	U
14	04	53	*HUAMBOYA	R
14	04	54	SANGAY (CAB. EN NAYAMANACA)	R
14	04	55	16 DE AGOSTO	R
14	05	54	SAN LUIS DE EL ACHO (CAB. EN EL ACHO)	R
14	09	54	PUMPUENTSA	R
14	11	50	PABLO SEXTO, CABECERA CANTONAL	U
14	12	50	SANTIAGO, CABECERA CANTONAL	U
14	12	51	SAN JOSE DE MORONA	R
15	01	52	*CARLOS JULIO AROSEMENA TOLA (ZATZA-YACU)	R
15	04	51	GONZALO DIAZ DE PINEDA (EL BOMBON)	R
15	07	54	SAN FRANCISCO DE BORJA (VIRGILIO DAVILA)	R
16	01	62	SIMON BOLIVAR  (CAB. EN MUSHULLACTA)	R
16	01	65	VERACRUZ (INDILLAMA) (CAB. EN INDILLAMA)	R
16	03	51	SAN JOSE	R
18	01	53	AUGUSTO N. MARTINEZ (MUNDUGLEO)	R
18	01	54	CONSTANTINO FERNANDEZ (CAB. EN CULLITAHUA)	R
18	01	64	SAN FERNANDO (PASA SAN FERNANDO)	R
18	05	53	SUCRE (CAB. EN SUCRE-PATATE URCU)	R
18	06	52	YANAYACU - MOCHAPATA (CAB. EN YANAYACU)	R
18	07	54	CHIQUICHA (CAB. EN CHIQUICHA GRANDE)	R
18	08	54	PRESIDENTE URBINA (CHAGRAPAMBA -PATZUCUL)	R
19	02	59	SAN ANDRES	R
19	03	52	NUEVO PARAISO	R
19	04	50	28 DE MAYO (SAN JOSE DE YACUAMBI), CABECERA CANTONAL	U
19	08	53	VALLADOLID	R
19	08	54	LA CANELA	R
19	09	50	PAQUISHA, CABECERA CANTONAL	U
19	09	51	BELLAVISTA	R
19	09	52	NUEVO QUITO	R
20	01	52	ISLA SANTA MARIA (FLOREANA) (CAB. EN PTO. VELASCO IBARRA)	R
20	02	51	TOMAS DE BERLANGA (SANTO TOMAS)	R
21	03	52	PUERTO BOLIVAR (PUERTO MONTUFAR)	R
21	07	52	AGUAS NEGRAS	R
24	01	56	SAN JOSE DE ANCON	R
13	06	03	SAN LORENZO DE JIPIJAPA	U
17	03	55	MANUEL CORNEJO ASTORGA (TANDAPI)	R
12	13	50	QUINSALOMA, CABECERA CANTONAL	U
12	07	54	LOS ANGELES	R
12	03	51	LA ESMERALDA	R
12	01	54	PIMOCHA	R
12	01	55	LA UNION	R
13	17	51	COJIMIES	R
14	01	52	*CHIGUAZA	R
21	01	52	DURENO	R
13	14	54	*10 DE AGOSTO	R
19	02	54	LA CHONTA	R
04	01	57	TUFIÑO	R
13	14	57	SAN ISIDRO	R
18	08	57	SAN MIGUELITO	R
03	03	61	ZHUD	R
12	07	01	10 DE NOVIEMBRE	U
15	01	58	SAN JUAN DE MUYUNA	R
09	07	03	DIVINO NIÑO	U
23	02	50	LA CONCORDIA	U
23	02	51	MONTERREY	R
23	02	52	LA VILLEGAS	R
23	02	53	PLAN PILOTO	R
19	07	52	TRIUNFO - DORADO	R
01	08	54	SAN SALVADOR DE CAÑARIBAMBA	R
07	02	56	LA CUCA	R
08	02	65	SANTA LUCIA DE LAS PEÑAS	R
09	10	01	CAMILO ANDRADE	U
09	10	02	ELOY ALFARO	U
09	10	03	CHIRIJOS	U
09	10	04	CORONEL ENRIQUE VALDEZ	U
09	10	05	ROSA MARIA	U
09	10	06	JOSE MARIA VELASCO IBARRA	U
09	10	07	VICENTE ROCAFUERTE	U
09	10	08	ERNESTO SEMINARIO	U
09	10	09	LAS PIÑAS	U
11	01	05	CARIGÁN	U
11	01	06	PUNZARA	U
11	14	53	MILAGROS	R
12	07	53	CHACARITA	R
12	08	01	BALZAR DE VINCES	U
12	08	02	VINCES CENTRAL	U
12	08	03	SAN LORENZO DE VINCES	U
12	11	02	LA UNION	R
12	11	03	LA NUEVA UNION	U
13	04	53	SANTA MARIA (CAB EN SANTA MARIA)	R
13	04	54	EL PARAISO LA 14 (CAB EN EL PARAISO)	R
13	15	51	BACHILLERO	R
15	03	54	SAN PABLO DE USHPAYACU	R
15	03	56	HATUN SUMAKU	R
17	02	56	SAN JOSE DE AYORA	R
19	03	53	NANKAIS (CAB EN SANTA ELENA)	R
19	07	53	PANGUINTZA	R
21	01	60	10 DE AGOSTO	R
21	06	53	NUEVA TRONCAL (CAB EN NUEVA TRONCAL)	R
17	05	04	FAJARDO	U
